series_id,person_id,person_name,role_type,character_name,episodes_appeared,agency,is_guest
KDR-001858,P946729,Jung Hye-jin,Guest,Han Harin,10,P Nation,False
KDR-000765,P125632,Kim Hye-jin,Support,Song Taeyang,11,P Nation,False
KDR-000765,P324939,Cho Seo-jun,Lead,Yoon Harin,8,P Nation,False
KDR-000765,P832292,Cho Hyun-woo,Support,Park Eunwoo,6,P Nation,False
KDR-000765,P537105,Choi Min-jae,Cameo,Song Seojin,8,Cube,False
KDR-000765,P884557,Jung Hye-jin,Cameo,Kim Minho,11,C-JeS,False
KDR-000765,P563411,Park Seo-jun,Lead,Lee Hana,1,P Nation,True
KDR-000765,P196224,Park Hye-jin,Support,Park Harin,3,YG,False
KDR-001541,P164227,Cho Hye-jin,Cameo,Song Jisoo,7,SM,False
KDR-001541,P685954,Jang Hye-jin,Lead,Kang Taeyang,10,JYP,False
KDR-001541,P555856,Lee Yoon-seo,Cameo,Jung Eunwoo,10,KeyEast,False
KDR-001541,P873618,Jung Min-jae,Support,Choi Jiwon,8,YG,False
KDR-001541,P542512,Jang Seo-jun,Lead,Kang Hyejin,1,SOOP,False
KDR-001541,P897282,Yoon Min-jae,Support,Kim Jisoo,10,Cube,False
KDR-000496,P328334,Park Yoon-seo,Lead,Han Eunwoo,11,Cube,False
KDR-000496,P633482,Im Min-jae,Guest,Lee Seojin,8,BH Ent.,True
KDR-000496,P782464,Im Ji-eun,Support,Han Seojin,7,P Nation,False
KDR-000496,P456427,Jung Ji-hoon,Support,Ahn Hyejin,9,KeyEast,False
KDR-000496,P137599,Choi Hye-jin,Cameo,Han Joon,9,P Nation,False
KDR-000496,P480484,Park Ji-hoon,Lead,Jung Taeyang,3,SM,False
KDR-001287,P739999,Choi Seo-yeon,Guest,Yoon Eunwoo,7,Cube,False
KDR-001287,P116499,Kang Ji-eun,Lead,Park Jiwon,8,Jellyfish,True
KDR-001287,P335797,Jang Min-jae,Cameo,Kim Taeyang,10,C-JeS,False
KDR-001287,P303749,Kang Min-jae,Guest,Park Hyejin,2,KeyEast,False
KDR-001287,P336578,Im Seo-jun,Cameo,Yoon Jisoo,3,BH Ent.,False
KDR-001287,P449188,Cho Hyun-woo,Cameo,Park Hana,5,KeyEast,False
KDR-000987,P944687,Jang Yoon-seo,Guest,Han Jiwon,16,BH Ent.,True
KDR-000987,P650355,Cho Seo-yeon,Lead,Kim Eunwoo,16,SM,False
KDR-000987,P480602,Yoon Yoon-seo,Guest,Han Joon,10,P Nation,False
KDR-000987,P808242,Jang Hyun-woo,Cameo,Kang Seojin,10,JYP,False
KDR-000987,P219552,Im Seo-yeon,Lead,Park Taeyang,9,Jellyfish,False
KDR-000987,P838254,Jung Min-jae,Support,Park Harin,14,YG,False
KDR-000987,P923469,Park Yoon-seo,Guest,Han Jiwon,4,KeyEast,False
KDR-000071,P589977,Lee Min-jae,Support,Park Harin,7,SM,False
KDR-000071,P931618,Yoon Hye-jin,Lead,Ahn Joon,11,KeyEast,True
KDR-000071,P486924,Im Yoon-seo,Guest,Yoon Minho,5,JYP,False
KDR-000071,P580549,Jung Yoon-seo,Support,Han Hana,11,JYP,False
KDR-000071,P853143,Yoon Ji-eun,Cameo,Kim Hana,10,Jellyfish,False
KDR-000071,P463304,Yoon Seo-yeon,Support,Park Joon,6,BH Ent.,False
KDR-000276,P555592,Kang Ji-hoon,Support,Park Jisoo,11,C-JeS,True
KDR-000276,P785912,Im Ji-eun,Lead,Han Jisoo,13,P Nation,False
KDR-000276,P987065,Park Hye-jin,Guest,Choi Hana,8,C-JeS,False
KDR-000276,P180756,Jang Ji-hoon,Guest,Choi Taeyang,12,KeyEast,False
KDR-000276,P651620,Kim Ji-hoon,Cameo,Song Hana,6,Jellyfish,True
KDR-001795,P196435,Yoon Hyun-woo,Cameo,Kim Jisoo,6,P Nation,False
KDR-001795,P595224,Jung Seo-jun,Guest,Park Jisoo,8,C-JeS,False
KDR-001795,P225715,Kang Ji-hoon,Support,Park Jiwon,6,C-JeS,False
KDR-001795,P958735,Park Ji-hoon,Support,Kim Hana,8,KeyEast,True
KDR-001795,P286176,Choi Yoon-seo,Cameo,Ahn Seojin,11,SM,False
KDR-001948,P388293,Park Hye-jin,Support,Lee Seojin,2,Jellyfish,True
KDR-001948,P719393,Yoon Seo-jun,Cameo,Jung Harin,10,JYP,False
KDR-001948,P818027,Park Ji-hoon,Lead,Lee Jisoo,5,JYP,False
KDR-001948,P863671,Im Ji-eun,Lead,Kim Joon,7,Cube,False
KDR-001948,P893884,Jung Seo-jun,Lead,Song Harin,4,BH Ent.,False
KDR-001948,P561154,Jung Hye-jin,Support,Han Taeyang,3,C-JeS,False
KDR-001948,P463250,Cho Ji-hoon,Cameo,Kim Harin,4,Cube,False
KDR-001948,P620331,Park Hyun-woo,Guest,Song Minho,7,KeyEast,True
KDR-000066,P637928,Cho Yoon-seo,Guest,Jung Eunwoo,4,SM,False
KDR-000066,P766246,Kang Yoon-seo,Cameo,Ahn Joon,9,SM,False
KDR-000066,P929769,Park Hyun-woo,Support,Park Eunwoo,1,JYP,True
KDR-000066,P276201,Choi Hye-jin,Lead,Kim Seojin,9,Cube,False
KDR-000066,P257078,Kang Seo-jun,Support,Choi Minho,4,JYP,False
KDR-000066,P961357,Lee Ji-eun,Guest,Kim Jiwon,2,BH Ent.,False
KDR-000066,P544267,Kim Hye-jin,Guest,Choi Harin,9,KeyEast,False
KDR-000586,P550195,Lee Min-jae,Support,Jung Harin,1,SM,False
KDR-000586,P435375,Yoon Yoon-seo,Guest,Kang Eunwoo,7,C-JeS,False
KDR-000586,P699781,Choi Yoon-seo,Lead,Ahn Hyejin,2,JYP,False
KDR-000586,P628201,Cho Seo-jun,Support,Han Joon,5,SOOP,True
KDR-000586,P519968,Choi Ji-hoon,Support,Park Jisoo,5,SOOP,False
KDR-000586,P871454,Cho Ji-hoon,Support,Kang Hana,3,SOOP,False
KDR-001108,P654902,Park Hye-jin,Cameo,Park Taeyang,6,P Nation,False
KDR-001108,P986703,Lee Hye-jin,Support,Song Jisoo,10,BH Ent.,False
KDR-001108,P758428,Park Hyun-woo,Support,Kang Hana,11,P Nation,False
KDR-001108,P373963,Jang Ji-hoon,Cameo,Yoon Hyejin,9,KeyEast,False
KDR-001108,P636379,Choi Seo-yeon,Support,Han Jisoo,9,JYP,False
KDR-001108,P768091,Park Seo-jun,Cameo,Park Harin,9,Jellyfish,False
KDR-001248,P286393,Park Ji-hoon,Cameo,Han Joon,10,KeyEast,False
KDR-001248,P359624,Kim Hyun-woo,Lead,Han Seojin,2,C-JeS,False
KDR-001248,P726011,Yoon Yoon-seo,Cameo,Park Joon,6,SOOP,False
KDR-001248,P874228,Park Hye-jin,Support,Choi Minho,2,P Nation,False
KDR-001248,P442920,Jang Ji-hoon,Cameo,Song Jiwon,3,P Nation,False
KDR-001230,P514236,Choi Ji-hoon,Support,Kim Hyejin,9,JYP,True
KDR-001230,P907655,Kim Seo-yeon,Support,Lee Minho,10,SOOP,False
KDR-001230,P374487,Yoon Ji-eun,Cameo,Kim Seojin,8,JYP,True
KDR-001230,P589112,Kim Hyun-woo,Cameo,Han Seojin,9,Jellyfish,False
KDR-001230,P934937,Cho Hyun-woo,Support,Han Jiwon,11,BH Ent.,False
KDR-001230,P432358,Lee Ji-hoon,Guest,Kim Joon,10,SOOP,False
KDR-001230,P868818,Choi Ji-eun,Lead,Han Seojin,14,C-JeS,False
KDR-000395,P421994,Kim Min-jae,Lead,Yoon Harin,4,Cube,False
KDR-000395,P601971,Im Seo-yeon,Guest,Ahn Joon,1,P Nation,False
KDR-000395,P603256,Jang Ji-hoon,Guest,Lee Harin,8,KeyEast,True
KDR-000395,P821254,Cho Min-jae,Support,Han Eunwoo,7,Jellyfish,False
KDR-000395,P524564,Park Seo-yeon,Cameo,Han Taeyang,3,Cube,False
KDR-000395,P392455,Im Ji-hoon,Guest,Song Hana,9,SOOP,False
KDR-001502,P300367,Jung Seo-yeon,Support,Kang Seojin,10,YG,False
KDR-001502,P147722,Jung Ji-eun,Cameo,Song Hana,12,YG,False
KDR-001502,P155517,Lee Ji-eun,Guest,Han Hana,11,Jellyfish,False
KDR-001502,P296537,Jang Hye-jin,Guest,Ahn Jiwon,7,KeyEast,False
KDR-001502,P197107,Im Ji-eun,Support,Kang Jiwon,11,Cube,False
KDR-001502,P196970,Jung Seo-yeon,Lead,Yoon Hyejin,11,P Nation,False
KDR-001502,P546903,Yoon Hyun-woo,Support,Choi Minho,4,Jellyfish,False
KDR-001502,P855781,Kang Hyun-woo,Support,Park Jiwon,9,Cube,False
KDR-001493,P664430,Jang Seo-yeon,Guest,Lee Eunwoo,10,KeyEast,False
KDR-001493,P657577,Cho Seo-jun,Support,Han Taeyang,9,SM,False
KDR-001493,P710680,Cho Hye-jin,Guest,Kang Harin,7,BH Ent.,True
KDR-001493,P598924,Im Ji-hoon,Guest,Kim Joon,12,Cube,False
KDR-001493,P977503,Jung Seo-jun,Support,Song Hyejin,11,BH Ent.,False
KDR-001493,P223791,Lee Hyun-woo,Support,Kim Seojin,11,Cube,False
KDR-001493,P477745,Kim Min-jae,Cameo,Lee Harin,7,P Nation,False
KDR-000112,P339833,Kim Hye-jin,Support,Ahn Taeyang,4,Cube,False
KDR-000112,P659876,Cho Ji-hoon,Lead,Kim Jiwon,7,BH Ent.,False
KDR-000112,P360806,Choi Min-jae,Cameo,Han Joon,1,BH Ent.,False
KDR-000112,P770003,Kang Yoon-seo,Support,Lee Taeyang,7,Cube,False
KDR-000112,P137089,Lee Min-jae,Guest,Kim Hana,5,YG,True
KDR-000112,P162737,Lee Yoon-seo,Lead,Park Seojin,4,BH Ent.,False
KDR-000112,P900546,Kang Ji-eun,Lead,Jung Joon,9,JYP,False
KDR-000112,P142768,Im Seo-yeon,Support,Park Hana,10,JYP,False
KDR-000353,P502512,Jung Hyun-woo,Support,Han Harin,7,C-JeS,False
KDR-000353,P439034,Jang Seo-yeon,Support,Lee Minho,6,P Nation,True
KDR-000353,P325655,Choi Hyun-woo,Support,Lee Hana,7,BH Ent.,False
KDR-000353,P733738,Jung Ji-eun,Support,Jung Jiwon,9,P Nation,False
KDR-000353,P137866,Jang Ji-hoon,Cameo,Han Harin,12,JYP,False
KDR-000353,P353023,Im Yoon-seo,Cameo,Han Jiwon,5,YG,False
KDR-000353,P671416,Cho Ji-hoon,Guest,Choi Harin,10,JYP,False
KDR-000353,P183182,Park Seo-jun,Cameo,Kang Hana,7,YG,False
KDR-001134,P505544,Choi Hyun-woo,Support,Song Seojin,2,C-JeS,False
KDR-001134,P810170,Im Seo-yeon,Cameo,Song Jisoo,6,SOOP,True
KDR-001134,P990749,Choi Seo-yeon,Support,Park Hyejin,6,KeyEast,False
KDR-001134,P356907,Jung Min-jae,Support,Kang Eunwoo,8,SM,True
KDR-001134,P737066,Im Min-jae,Guest,Ahn Seojin,8,JYP,False
KDR-001134,P513578,Jung Seo-yeon,Cameo,Park Taeyang,1,P Nation,False
KDR-000858,P483412,Im Hyun-woo,Cameo,Park Jisoo,12,BH Ent.,True
KDR-000858,P969586,Jung Min-jae,Support,Song Taeyang,6,C-JeS,False
KDR-000858,P246962,Cho Ji-eun,Cameo,Kim Hana,7,Cube,True
KDR-000858,P625613,Park Ji-hoon,Support,Jung Eunwoo,8,JYP,False
KDR-000858,P412430,Im Hyun-woo,Lead,Lee Eunwoo,8,P Nation,True
KDR-000858,P485023,Jang Seo-yeon,Support,Choi Hana,8,SOOP,False
KDR-000858,P672143,Park Hye-jin,Support,Jung Jisoo,8,Cube,False
KDR-000675,P305373,Jung Hyun-woo,Support,Kim Seojin,4,Cube,False
KDR-000675,P234198,Lee Seo-jun,Cameo,Kim Joon,4,SM,False
KDR-000675,P170742,Yoon Hye-jin,Support,Park Jisoo,7,P Nation,True
KDR-000675,P969119,Jang Ji-eun,Support,Jung Seojin,3,SOOP,False
KDR-000675,P302801,Yoon Min-jae,Guest,Ahn Minho,9,Cube,False
KDR-000571,P109288,Kang Hyun-woo,Lead,Kim Jisoo,7,JYP,False
KDR-000571,P620908,Jang Min-jae,Guest,Park Jiwon,4,BH Ent.,False
KDR-000571,P601398,Yoon Hye-jin,Lead,Ahn Minho,7,SOOP,False
KDR-000571,P639911,Im Hye-jin,Lead,Park Harin,4,SM,True
KDR-000571,P382033,Yoon Hyun-woo,Cameo,Jung Minho,8,KeyEast,False
KDR-000571,P732729,Park Ji-hoon,Support,Park Hana,12,SOOP,False
KDR-000571,P468496,Cho Hyun-woo,Lead,Kim Jiwon,6,JYP,False
KDR-000923,P423335,Jang Min-jae,Lead,Kang Hyejin,8,BH Ent.,True
KDR-000923,P270468,Jang Hyun-woo,Support,Ahn Jiwon,7,YG,False
KDR-000923,P540877,Im Min-jae,Support,Choi Taeyang,8,SM,False
KDR-000923,P883112,Cho Yoon-seo,Lead,Han Jiwon,5,P Nation,True
KDR-000923,P479258,Cho Ji-eun,Support,Lee Joon,4,P Nation,True
KDR-000923,P124767,Yoon Min-jae,Support,Park Harin,7,Cube,False
KDR-001403,P291853,Choi Hye-jin,Guest,Kim Taeyang,3,KeyEast,False
KDR-001403,P956759,Yoon Yoon-seo,Support,Park Minho,1,KeyEast,False
KDR-001403,P896132,Kang Yoon-seo,Support,Lee Hyejin,9,SOOP,False
KDR-001403,P763399,Cho Ji-eun,Support,Song Joon,8,JYP,False
KDR-001403,P937783,Jang Ji-hoon,Lead,Kim Jisoo,5,JYP,False
KDR-001171,P810483,Cho Hyun-woo,Lead,Ahn Seojin,8,SOOP,True
KDR-001171,P604491,Choi Hyun-woo,Support,Lee Eunwoo,3,SOOP,False
KDR-001171,P587835,Yoon Yoon-seo,Support,Song Joon,7,P Nation,False
KDR-001171,P841301,Yoon Min-jae,Lead,Kang Minho,8,Cube,True
KDR-001171,P343040,Choi Ji-eun,Support,Yoon Seojin,6,YG,False
KDR-001171,P180542,Jung Ji-eun,Support,Song Jiwon,4,Jellyfish,False
KDR-001808,P413794,Jung Yoon-seo,Guest,Han Eunwoo,11,SOOP,True
KDR-001808,P644456,Im Min-jae,Guest,Han Taeyang,4,BH Ent.,False
KDR-001808,P792451,Choi Yoon-seo,Support,Choi Joon,6,Cube,False
KDR-001808,P956746,Im Yoon-seo,Cameo,Park Taeyang,6,KeyEast,True
KDR-001808,P605555,Cho Ji-eun,Cameo,Ahn Eunwoo,6,YG,False
KDR-001808,P488882,Kang Hye-jin,Support,Han Jiwon,5,Jellyfish,False
KDR-001658,P208356,Kim Hye-jin,Support,Han Jiwon,10,SOOP,True
KDR-001658,P791111,Kim Seo-jun,Lead,Kim Jiwon,7,Jellyfish,False
KDR-001658,P988261,Lee Yoon-seo,Guest,Han Taeyang,9,YG,True
KDR-001658,P428355,Jung Seo-jun,Support,Song Harin,11,Cube,True
KDR-001658,P320773,Jang Hyun-woo,Support,Jung Seojin,6,Cube,False
KDR-001658,P731929,Kim Seo-yeon,Support,Jung Joon,11,P Nation,False
KDR-000412,P839988,Lee Yoon-seo,Support,Lee Taeyang,8,SOOP,False
KDR-000412,P542069,Jang Hyun-woo,Support,Yoon Seojin,10,SOOP,True
KDR-000412,P849076,Im Ji-hoon,Support,Kim Seojin,9,JYP,False
KDR-000412,P286242,Lee Hye-jin,Cameo,Choi Taeyang,8,P Nation,False
KDR-000412,P217150,Kim Seo-yeon,Cameo,Ahn Eunwoo,5,YG,False
KDR-001442,P293047,Lee Ji-hoon,Support,Han Seojin,5,SOOP,False
KDR-001442,P532392,Cho Seo-yeon,Lead,Song Jiwon,4,SM,False
KDR-001442,P938724,Choi Seo-jun,Lead,Kang Hana,1,YG,True
KDR-001442,P215753,Park Ji-hoon,Cameo,Ahn Seojin,7,P Nation,False
KDR-001442,P438039,Kang Hye-jin,Support,Han Harin,3,KeyEast,True
KDR-001442,P160464,Lee Seo-yeon,Lead,Park Joon,2,Cube,False
KDR-001442,P643494,Jang Min-jae,Support,Kim Eunwoo,8,KeyEast,False
KDR-001442,P914012,Lee Ji-hoon,Guest,Song Taeyang,6,KeyEast,False
KDR-000536,P550275,Yoon Hyun-woo,Support,Han Joon,1,SOOP,False
KDR-000536,P864167,Kim Seo-yeon,Support,Song Minho,1,Cube,False
KDR-000536,P528780,Yoon Min-jae,Guest,Yoon Jiwon,5,P Nation,False
KDR-000536,P978106,Jung Ji-hoon,Guest,Han Hana,6,C-JeS,True
KDR-000536,P425880,Jang Seo-yeon,Support,Ahn Joon,5,SM,True
KDR-000536,P966520,Yoon Min-jae,Support,Jung Jiwon,1,Cube,False
KDR-000536,P449410,Cho Seo-jun,Cameo,Jung Taeyang,4,Cube,False
KDR-000536,P156794,Yoon Ji-hoon,Cameo,Lee Harin,1,SM,False
KDR-001335,P219667,Im Ji-eun,Guest,Yoon Harin,1,JYP,True
KDR-001335,P965823,Yoon Hyun-woo,Guest,Choi Jiwon,6,YG,False
KDR-001335,P399541,Choi Yoon-seo,Lead,Han Jisoo,2,BH Ent.,False
KDR-001335,P206329,Yoon Ji-eun,Lead,Yoon Seojin,2,Jellyfish,False
KDR-001335,P109919,Jang Min-jae,Support,Jung Minho,8,YG,False
KDR-001335,P571556,Cho Ji-eun,Support,Kim Jiwon,7,BH Ent.,False
KDR-001456,P451814,Lee Min-jae,Support,Ahn Hyejin,13,SOOP,False
KDR-001456,P546962,Kang Hyun-woo,Lead,Lee Taeyang,5,YG,False
KDR-001456,P271847,Choi Yoon-seo,Guest,Jung Jisoo,9,BH Ent.,False
KDR-001456,P859574,Yoon Hye-jin,Support,Yoon Taeyang,9,SOOP,False
KDR-001456,P752027,Jang Seo-yeon,Guest,Jung Eunwoo,5,P Nation,True
KDR-001456,P779634,Choi Hye-jin,Support,Han Hana,9,BH Ent.,False
KDR-001456,P584199,Im Seo-yeon,Support,Ahn Jisoo,15,BH Ent.,False
KDR-001456,P447498,Lee Ji-hoon,Cameo,Ahn Hyejin,9,SOOP,False
KDR-001000,P740870,Lee Seo-yeon,Guest,Han Hana,10,P Nation,False
KDR-001000,P442107,Park Ji-hoon,Support,Jung Jiwon,6,BH Ent.,False
KDR-001000,P188003,Cho Ji-eun,Guest,Yoon Minho,8,SM,True
KDR-001000,P952121,Lee Yoon-seo,Guest,Kang Joon,7,JYP,False
KDR-001000,P654219,Cho Min-jae,Support,Lee Jiwon,5,YG,False
KDR-001000,P115165,Cho Hyun-woo,Guest,Lee Hana,7,C-JeS,False
KDR-000070,P971081,Yoon Yoon-seo,Lead,Choi Hyejin,1,SM,False
KDR-000070,P116655,Park Yoon-seo,Lead,Jung Taeyang,1,KeyEast,False
KDR-000070,P199484,Jang Hyun-woo,Guest,Jung Taeyang,10,SOOP,False
KDR-000070,P261285,Park Hye-jin,Support,Choi Taeyang,6,YG,True
KDR-000070,P171328,Choi Seo-yeon,Lead,Park Hana,2,SM,True
KDR-000070,P938455,Jung Yoon-seo,Cameo,Song Minho,9,Jellyfish,True
KDR-001030,P162202,Jung Ji-eun,Support,Yoon Harin,6,Cube,False
KDR-001030,P585542,Kang Hye-jin,Guest,Ahn Minho,9,SM,False
KDR-001030,P219881,Lee Seo-yeon,Support,Lee Eunwoo,9,BH Ent.,False
KDR-001030,P403695,Kim Seo-yeon,Support,Jung Taeyang,15,SOOP,False
KDR-001030,P360108,Yoon Ji-eun,Cameo,Han Seojin,13,Cube,False
KDR-001030,P231174,Jung Yoon-seo,Lead,Lee Jisoo,7,SM,False
KDR-001030,P933923,Choi Seo-yeon,Support,Park Harin,8,KeyEast,False
KDR-000882,P325885,Choi Ji-eun,Cameo,Jung Hana,8,SM,False
KDR-000882,P204203,Lee Ji-eun,Guest,Park Seojin,6,Cube,False
KDR-000882,P530915,Park Yoon-seo,Guest,Han Hyejin,7,P Nation,False
KDR-000882,P424119,Park Hye-jin,Support,Kim Eunwoo,6,Jellyfish,False
KDR-000882,P566508,Park Ji-hoon,Cameo,Kang Jisoo,3,JYP,True
KDR-000882,P889498,Cho Ji-hoon,Cameo,Ahn Jiwon,16,Cube,False
KDR-000882,P526816,Yoon Min-jae,Lead,Jung Eunwoo,5,BH Ent.,False
KDR-000882,P987961,Choi Hyun-woo,Lead,Lee Taeyang,12,C-JeS,False
KDR-000745,P607596,Choi Min-jae,Lead,Ahn Joon,4,BH Ent.,False
KDR-000745,P102894,Kang Yoon-seo,Cameo,Choi Jiwon,9,YG,False
KDR-000745,P455961,Kim Ji-eun,Support,Kim Minho,1,Cube,False
KDR-000745,P451121,Yoon Seo-jun,Support,Jung Hana,6,Cube,False
KDR-000745,P204883,Kang Ji-eun,Lead,Song Harin,3,KeyEast,False
KDR-000745,P369629,Im Ji-hoon,Support,Han Seojin,8,Cube,False
KDR-000745,P497106,Choi Min-jae,Cameo,Kim Harin,8,BH Ent.,True
KDR-000745,P107740,Park Yoon-seo,Lead,Yoon Taeyang,2,C-JeS,False
KDR-001946,P600649,Jung Ji-eun,Guest,Kang Minho,5,KeyEast,False
KDR-001946,P266627,Im Seo-yeon,Cameo,Kim Jisoo,6,C-JeS,False
KDR-001946,P884216,Kang Ji-hoon,Support,Lee Taeyang,10,C-JeS,False
KDR-001946,P344255,Jang Yoon-seo,Lead,Jung Harin,7,Jellyfish,True
KDR-001946,P381019,Cho Seo-yeon,Lead,Song Jiwon,7,P Nation,False
KDR-001946,P787481,Cho Min-jae,Cameo,Kim Jisoo,6,SOOP,False
KDR-001946,P135291,Jung Ji-hoon,Guest,Yoon Hyejin,3,SM,False
KDR-001250,P626617,Lee Ji-hoon,Support,Jung Taeyang,2,Cube,True
KDR-001250,P225203,Jung Ji-eun,Support,Jung Seojin,6,Cube,False
KDR-001250,P659437,Kang Seo-jun,Guest,Park Harin,3,JYP,False
KDR-001250,P772375,Kim Seo-jun,Cameo,Kang Harin,6,P Nation,False
KDR-001250,P438219,Park Min-jae,Lead,Han Minho,8,YG,False
KDR-001250,P777456,Kang Ji-hoon,Guest,Lee Seojin,3,P Nation,False
KDR-001250,P445390,Choi Hyun-woo,Cameo,Yoon Harin,12,SOOP,True
KDR-001513,P589685,Kang Min-jae,Guest,Lee Seojin,8,C-JeS,False
KDR-001513,P777081,Choi Ji-hoon,Support,Ahn Harin,8,P Nation,False
KDR-001513,P847618,Lee Ji-hoon,Support,Kim Joon,3,SM,False
KDR-001513,P736361,Cho Hye-jin,Lead,Kim Joon,4,JYP,False
KDR-001513,P857574,Yoon Seo-yeon,Support,Lee Joon,8,Jellyfish,False
KDR-001513,P492414,Choi Yoon-seo,Lead,Choi Minho,2,Cube,False
KDR-001513,P605395,Park Seo-yeon,Support,Jung Jisoo,8,BH Ent.,False
KDR-001345,P243070,Kang Hyun-woo,Cameo,Kang Eunwoo,13,JYP,False
KDR-001345,P463788,Choi Ji-hoon,Lead,Lee Joon,12,Jellyfish,False
KDR-001345,P107544,Lee Seo-yeon,Guest,Jung Harin,6,Cube,False
KDR-001345,P715275,Kim Seo-jun,Support,Han Jiwon,8,SM,False
KDR-001345,P628172,Kang Yoon-seo,Cameo,Yoon Seojin,12,C-JeS,False
KDR-001345,P927978,Jung Min-jae,Support,Park Harin,8,SM,False
KDR-001730,P386076,Kang Seo-yeon,Guest,Yoon Hana,6,SM,False
KDR-001730,P109606,Jang Seo-jun,Cameo,Yoon Harin,1,BH Ent.,False
KDR-001730,P526585,Kim Seo-jun,Cameo,Han Taeyang,8,JYP,False
KDR-001730,P889501,Kim Seo-jun,Guest,Han Hyejin,5,JYP,False
KDR-001730,P253006,Kim Ji-hoon,Support,Kang Hana,6,C-JeS,False
KDR-000589,P683632,Park Ji-eun,Support,Yoon Taeyang,12,BH Ent.,False
KDR-000589,P335752,Yoon Seo-yeon,Guest,Kang Joon,8,SOOP,True
KDR-000589,P675139,Kang Yoon-seo,Support,Kim Hyejin,8,JYP,False
KDR-000589,P386353,Choi Ji-eun,Lead,Han Harin,9,P Nation,False
KDR-000589,P110921,Choi Ji-eun,Support,Song Jisoo,12,KeyEast,True
KDR-000721,P373984,Kang Ji-hoon,Lead,Ahn Harin,5,KeyEast,True
KDR-000721,P171615,Yoon Yoon-seo,Guest,Jung Harin,5,C-JeS,False
KDR-000721,P717000,Cho Min-jae,Support,Song Joon,6,JYP,False
KDR-000721,P663161,Im Min-jae,Lead,Kim Minho,8,JYP,True
KDR-000721,P438134,Jung Min-jae,Lead,Kang Minho,5,C-JeS,False
KDR-000721,P706587,Kim Ji-eun,Support,Park Eunwoo,6,SM,False
KDR-000721,P325826,Park Seo-jun,Lead,Park Jiwon,5,SOOP,True
KDR-000721,P195214,Kang Ji-hoon,Guest,Choi Seojin,4,P Nation,True
KDR-001290,P814204,Cho Ji-hoon,Support,Kim Harin,1,SM,False
KDR-001290,P915102,Kang Seo-jun,Lead,Kim Jiwon,10,C-JeS,False
KDR-001290,P717920,Cho Hye-jin,Support,Song Minho,9,P Nation,False
KDR-001290,P718311,Choi Seo-yeon,Support,Kim Jisoo,7,KeyEast,False
KDR-001290,P895932,Yoon Hye-jin,Lead,Kim Hana,4,SM,False
KDR-001290,P647146,Yoon Seo-jun,Guest,Kim Joon,1,P Nation,True
KDR-001290,P327164,Lee Min-jae,Support,Park Harin,1,C-JeS,True
KDR-001290,P578452,Yoon Seo-yeon,Lead,Han Joon,7,P Nation,False
KDR-001741,P602216,Yoon Seo-jun,Cameo,Kim Taeyang,4,KeyEast,True
KDR-001741,P443877,Choi Ji-eun,Lead,Jung Taeyang,3,Jellyfish,False
KDR-001741,P764803,Jung Yoon-seo,Lead,Song Minho,5,YG,True
KDR-001741,P151054,Jung Yoon-seo,Support,Song Jiwon,6,C-JeS,True
KDR-001741,P932150,Park Seo-yeon,Support,Song Jisoo,7,Jellyfish,False
KDR-001252,P387152,Yoon Hye-jin,Cameo,Yoon Jisoo,5,C-JeS,False
KDR-001252,P645965,Park Seo-jun,Guest,Jung Jisoo,7,C-JeS,False
KDR-001252,P418735,Choi Yoon-seo,Lead,Park Harin,4,KeyEast,False
KDR-001252,P176792,Park Seo-jun,Support,Yoon Jisoo,11,SOOP,False
KDR-001252,P889426,Jang Seo-yeon,Support,Choi Joon,12,Cube,False
KDR-001252,P950399,Park Hye-jin,Lead,Song Harin,8,C-JeS,False
KDR-001252,P287298,Im Ji-hoon,Lead,Han Jisoo,9,Jellyfish,False
KDR-001088,P382475,Im Hyun-woo,Support,Park Jiwon,6,Cube,True
KDR-001088,P580122,Jung Seo-yeon,Support,Kang Joon,7,JYP,False
KDR-001088,P227772,Choi Min-jae,Guest,Yoon Joon,1,YG,False
KDR-001088,P266133,Lee Min-jae,Guest,Lee Eunwoo,2,BH Ent.,False
KDR-001088,P178693,Choi Seo-jun,Cameo,Ahn Joon,3,C-JeS,False
KDR-001088,P777985,Im Seo-jun,Lead,Yoon Joon,8,YG,True
KDR-001088,P608618,Lee Ji-eun,Support,Park Jisoo,5,YG,False
KDR-001088,P481573,Cho Yoon-seo,Support,Choi Harin,9,C-JeS,True
KDR-001914,P506024,Jung Ji-hoon,Support,Kim Harin,1,KeyEast,True
KDR-001914,P951335,Jang Ji-hoon,Cameo,Lee Joon,5,SOOP,False
KDR-001914,P363501,Im Ji-hoon,Support,Ahn Eunwoo,6,Cube,True
KDR-001914,P329630,Jang Ji-eun,Support,Yoon Harin,12,YG,True
KDR-001914,P179577,Jung Ji-hoon,Support,Park Minho,6,Jellyfish,False
KDR-001914,P616713,Kim Hyun-woo,Lead,Park Jiwon,8,C-JeS,False
KDR-001914,P857401,Yoon Hyun-woo,Guest,Han Minho,11,P Nation,False
KDR-001914,P421487,Kang Yoon-seo,Cameo,Han Seojin,8,SOOP,False
KDR-001546,P660613,Jung Yoon-seo,Support,Song Hyejin,4,BH Ent.,False
KDR-001546,P306235,Yoon Hye-jin,Lead,Park Minho,9,Cube,False
